alert_id,txn_id,rule_id,rule_name,severity
ALT3671,TXN3671,R001,Large Deposit,High
ALT3676,TXN3676,R002,Dormant Account Activity,Medium
ALT3678,TXN3678,R001,Large Deposit,High
ALT3679,TXN3679,R001,Large Deposit,High
ALT3680,TXN3680,R002,Dormant Account Activity,Medium
ALT3681,TXN3681,R003,Structuring,High
ALT3682,TXN3682,R002,Dormant Account Activity,Medium
ALT3683,TXN3683,R001,Large Deposit,High
ALT3684,TXN3684,R001,Large Deposit,High
ALT3685,TXN3685,R002,Dormant Account Activity,Medium
ALT3686,TXN3686,R001,Large Deposit,High
ALT3687,TXN3687,R001,Large Deposit,High
ALT3689,TXN3689,R001,Large Deposit,High
ALT3690,TXN3690,R001,Large Deposit,High
ALT3691,TXN3691,R002,Dormant Account Activity,Medium
ALT3692,TXN3692,R006,Funnel Account,Low
ALT3695,TXN3695,R001,Large Deposit,High
ALT3696,TXN3696,R002,Dormant Account Activity,Medium
ALT3697,TXN3697,R001,Large Deposit,High
ALT3698,TXN3698,R006,Funnel Account,Low
ALT3700,TXN3700,R002,Dormant Account Activity,Medium
ALT3701,TXN3701,R002,Dormant Account Activity,Medium
ALT3702,TXN3702,R005,Mule Account Pattern,High
ALT3703,TXN3703,R001,Large Deposit,High
ALT3704,TXN3704,R002,Dormant Account Activity,Medium
ALT3705,TXN3705,R002,Dormant Account Activity,Medium
ALT3706,TXN3706,R002,Dormant Account Activity,Medium
ALT3707,TXN3707,R006,Funnel Account,Low
ALT3708,TXN3708,R006,Funnel Account,Low
ALT3709,TXN3709,R001,Large Deposit,High
ALT3712,TXN3712,R001,Large Deposit,High
ALT3713,TXN3713,R001,Large Deposit,High
ALT3714,TXN3714,R002,Dormant Account Activity,Medium
ALT3715,TXN3715,R001,Large Deposit,High
ALT3716,TXN3716,R002,Dormant Account Activity,Medium
ALT3717,TXN3717,R002,Dormant Account Activity,Medium
ALT3718,TXN3718,R002,Dormant Account Activity,Medium
ALT3719,TXN3719,R002,Dormant Account Activity,Medium
ALT3720,TXN3720,R001,Large Deposit,High
ALT3721,TXN3721,R001,Large Deposit,High
ALT3723,TXN3723,R001,Large Deposit,High
ALT3724,TXN3724,R005,Mule Account Pattern,High
ALT3726,TXN3726,R001,Large Deposit,High
ALT3727,TXN3727,R001,Large Deposit,High
ALT3728,TXN3728,R001,Large Deposit,High
ALT3730,TXN3730,R006,Funnel Account,Low
ALT3731,TXN3731,R001,Large Deposit,High
ALT3732,TXN3732,R001,Large Deposit,High
ALT3733,TXN3733,R001,Large Deposit,High
ALT3734,TXN3734,R002,Dormant Account Activity,Medium
ALT3735,TXN3735,R002,Dormant Account Activity,Medium
ALT3736,TXN3736,R005,Mule Account Pattern,High
ALT3737,TXN3737,R002,Dormant Account Activity,Medium
ALT3738,TXN3738,R001,Large Deposit,High
ALT3739,TXN3739,R001,Large Deposit,High
ALT3740,TXN3740,R002,Dormant Account Activity,Medium
ALT3741,TXN3741,R005,Mule Account Pattern,High
ALT3742,TXN3742,R002,Dormant Account Activity,Medium
ALT3744,TXN3744,R006,Funnel Account,Low
ALT3745,TXN3745,R002,Dormant Account Activity,Medium
ALT3746,TXN3746,R001,Large Deposit,High
ALT3747,TXN3747,R002,Dormant Account Activity,Medium
ALT3748,TXN3748,R006,Funnel Account,Low
ALT3749,TXN3749,R002,Dormant Account Activity,Medium
ALT3750,TXN3750,R001,Large Deposit,High
ALT3751,TXN3751,R002,Dormant Account Activity,Medium
ALT3753,TXN3753,R002,Dormant Account Activity,Medium
ALT3754,TXN3754,R006,Funnel Account,Low
ALT3755,TXN3755,R002,Dormant Account Activity,Medium
ALT3756,TXN3756,R001,Large Deposit,High
ALT3757,TXN3757,R001,Large Deposit,High
ALT3759,TXN3759,R006,Funnel Account,Low
ALT3760,TXN3760,R002,Dormant Account Activity,Medium
ALT3762,TXN3762,R001,Large Deposit,High
ALT3763,TXN3763,R006,Funnel Account,Low
ALT3764,TXN3764,R001,Large Deposit,High
ALT3765,TXN3765,R002,Dormant Account Activity,Medium
ALT3766,TXN3766,R001,Large Deposit,High
ALT3767,TXN3767,R002,Dormant Account Activity,Medium
ALT3768,TXN3768,R006,Funnel Account,Low
ALT3769,TXN3769,R001,Large Deposit,High
ALT3772,TXN3772,R002,Dormant Account Activity,Medium
ALT3773,TXN3773,R002,Dormant Account Activity,Medium
ALT3774,TXN3774,R002,Dormant Account Activity,Medium
ALT3775,TXN3775,R006,Funnel Account,Low
ALT3776,TXN3776,R006,Funnel Account,Low
ALT3777,TXN3777,R002,Dormant Account Activity,Medium
ALT3778,TXN3778,R001,Large Deposit,High
ALT3779,TXN3779,R001,Large Deposit,High
ALT3780,TXN3780,R001,Large Deposit,High
ALT3781,TXN3781,R001,Large Deposit,High
ALT3782,TXN3782,R002,Dormant Account Activity,Medium
ALT3783,TXN3783,R005,Mule Account Pattern,High
ALT3784,TXN3784,R002,Dormant Account Activity,Medium
ALT3785,TXN3785,R002,Dormant Account Activity,Medium
ALT3786,TXN3786,R002,Dormant Account Activity,Medium
ALT3788,TXN3788,R001,Large Deposit,High
ALT3790,TXN3790,R001,Large Deposit,High
ALT3791,TXN3791,R001,Large Deposit,High
ALT3792,TXN3792,R001,Large Deposit,High
ALT3793,TXN3793,R001,Large Deposit,High
ALT3794,TXN3794,R001,Large Deposit,High
ALT3795,TXN3795,R006,Funnel Account,Low
ALT3796,TXN3796,R002,Dormant Account Activity,Medium
ALT3797,TXN3797,R006,Funnel Account,Low
ALT3799,TXN3799,R001,Large Deposit,High
ALT3800,TXN3800,R002,Dormant Account Activity,Medium
ALT3801,TXN3801,R001,Large Deposit,High
ALT3803,TXN3803,R001,Large Deposit,High
ALT3804,TXN3804,R002,Dormant Account Activity,Medium
ALT3805,TXN3805,R001,Large Deposit,High
ALT3806,TXN3806,R001,Large Deposit,High
ALT3807,TXN3807,R001,Large Deposit,High
ALT3809,TXN3809,R002,Dormant Account Activity,Medium
ALT3812,TXN3812,R001,Large Deposit,High
ALT3813,TXN3813,R001,Large Deposit,High
ALT3814,TXN3814,R002,Dormant Account Activity,Medium
ALT3815,TXN3815,R001,Large Deposit,High
ALT3816,TXN3816,R001,Large Deposit,High
ALT3817,TXN3817,R001,Large Deposit,High
ALT3818,TXN3818,R002,Dormant Account Activity,Medium
ALT3820,TXN3820,R002,Dormant Account Activity,Medium
ALT3821,TXN3821,R001,Large Deposit,High
ALT3822,TXN3822,R001,Large Deposit,High
ALT3823,TXN3823,R001,Large Deposit,High
ALT3824,TXN3824,R001,Large Deposit,High
ALT3826,TXN3826,R001,Large Deposit,High
ALT3828,TXN3828,R006,Funnel Account,Low
ALT3829,TXN3829,R001,Large Deposit,High
ALT3830,TXN3830,R001,Large Deposit,High
ALT3832,TXN3832,R001,Large Deposit,High
ALT3834,TXN3834,R002,Dormant Account Activity,Medium
ALT3835,TXN3835,R001,Large Deposit,High
ALT3836,TXN3836,R001,Large Deposit,High
ALT3837,TXN3837,R006,Funnel Account,Low
ALT3838,TXN3838,R002,Dormant Account Activity,Medium
ALT3839,TXN3839,R001,Large Deposit,High
ALT3841,TXN3841,R002,Dormant Account Activity,Medium
ALT3844,TXN3844,R001,Large Deposit,High
ALT3845,TXN3845,R001,Large Deposit,High
ALT3846,TXN3846,R002,Dormant Account Activity,Medium
ALT3847,TXN3847,R001,Large Deposit,High
ALT3848,TXN3848,R002,Dormant Account Activity,Medium
ALT3849,TXN3849,R001,Large Deposit,High
ALT3850,TXN3850,R001,Large Deposit,High
ALT3852,TXN3852,R001,Large Deposit,High
ALT3856,TXN3856,R001,Large Deposit,High
ALT3857,TXN3857,R001,Large Deposit,High
ALT3858,TXN3858,R006,Funnel Account,Low
ALT3860,TXN3860,R001,Large Deposit,High
ALT3861,TXN3861,R001,Large Deposit,High
ALT3862,TXN3862,R001,Large Deposit,High
ALT3863,TXN3863,R002,Dormant Account Activity,Medium
ALT3865,TXN3865,R002,Dormant Account Activity,Medium
ALT3866,TXN3866,R001,Large Deposit,High
ALT3867,TXN3867,R001,Large Deposit,High
ALT3869,TXN3869,R001,Large Deposit,High
ALT3872,TXN3872,R001,Large Deposit,High
ALT3873,TXN3873,R002,Dormant Account Activity,Medium
ALT3874,TXN3874,R006,Funnel Account,Low
ALT3876,TXN3876,R002,Dormant Account Activity,Medium
ALT3877,TXN3877,R001,Large Deposit,High
ALT3879,TXN3879,R005,Mule Account Pattern,High
ALT3880,TXN3880,R001,Large Deposit,High
ALT3882,TXN3882,R001,Large Deposit,High
ALT3884,TXN3884,R001,Large Deposit,High
ALT3885,TXN3885,R002,Dormant Account Activity,Medium
ALT3886,TXN3886,R002,Dormant Account Activity,Medium
ALT3888,TXN3888,R001,Large Deposit,High
ALT3889,TXN3889,R002,Dormant Account Activity,Medium
ALT3890,TXN3890,R002,Dormant Account Activity,Medium
ALT3892,TXN3892,R003,Structuring,High
ALT3893,TXN3893,R005,Mule Account Pattern,High
ALT3894,TXN3894,R002,Dormant Account Activity,Medium
ALT3895,TXN3895,R002,Dormant Account Activity,Medium
ALT3896,TXN3896,R001,Large Deposit,High
ALT3897,TXN3897,R001,Large Deposit,High
ALT3898,TXN3898,R002,Dormant Account Activity,Medium
ALT3899,TXN3899,R002,Dormant Account Activity,Medium
ALT3900,TXN3900,R001,Large Deposit,High
ALT3901,TXN3901,R001,Large Deposit,High
ALT3902,TXN3902,R001,Large Deposit,High
ALT3903,TXN3903,R001,Large Deposit,High
ALT3904,TXN3904,R003,Structuring,High
ALT3905,TXN3905,R001,Large Deposit,High
ALT3906,TXN3906,R001,Large Deposit,High
ALT3908,TXN3908,R001,Large Deposit,High
ALT3909,TXN3909,R006,Funnel Account,Low
ALT3910,TXN3910,R003,Structuring,High
ALT3911,TXN3911,R002,Dormant Account Activity,Medium
ALT3914,TXN3914,R006,Funnel Account,Low
ALT3915,TXN3915,R001,Large Deposit,High
ALT3916,TXN3916,R001,Large Deposit,High
ALT3917,TXN3917,R002,Dormant Account Activity,Medium
ALT3918,TXN3918,R001,Large Deposit,High
ALT3919,TXN3919,R001,Large Deposit,High
ALT3920,TXN3920,R002,Dormant Account Activity,Medium
ALT3921,TXN3921,R006,Funnel Account,Low
ALT3924,TXN3924,R001,Large Deposit,High
ALT3925,TXN3925,R001,Large Deposit,High
ALT3927,TXN3927,R002,Dormant Account Activity,Medium
ALT3929,TXN3929,R002,Dormant Account Activity,Medium
ALT3930,TXN3930,R001,Large Deposit,High
ALT3932,TXN3932,R005,Mule Account Pattern,High
ALT3933,TXN3933,R001,Large Deposit,High
ALT3935,TXN3935,R001,Large Deposit,High
ALT3937,TXN3937,R002,Dormant Account Activity,Medium
ALT3938,TXN3938,R001,Large Deposit,High
ALT3941,TXN3941,R005,Mule Account Pattern,High
ALT3944,TXN3944,R002,Dormant Account Activity,Medium
ALT3945,TXN3945,R002,Dormant Account Activity,Medium
ALT3946,TXN3946,R002,Dormant Account Activity,Medium
ALT3947,TXN3947,R001,Large Deposit,High
ALT3948,TXN3948,R001,Large Deposit,High
ALT3949,TXN3949,R006,Funnel Account,Low
ALT3950,TXN3950,R002,Dormant Account Activity,Medium
ALT3951,TXN3951,R001,Large Deposit,High
ALT3953,TXN3953,R001,Large Deposit,High
ALT3954,TXN3954,R005,Mule Account Pattern,High
ALT3955,TXN3955,R001,Large Deposit,High
ALT3957,TXN3957,R001,Large Deposit,High
ALT3958,TXN3958,R002,Dormant Account Activity,Medium
ALT3961,TXN3961,R002,Dormant Account Activity,Medium
ALT3963,TXN3963,R001,Large Deposit,High
ALT3966,TXN3966,R002,Dormant Account Activity,Medium
ALT3969,TXN3969,R001,Large Deposit,High
ALT3970,TXN3970,R001,Large Deposit,High
ALT3971,TXN3971,R002,Dormant Account Activity,Medium
ALT3972,TXN3972,R001,Large Deposit,High
ALT3973,TXN3973,R001,Large Deposit,High
ALT3974,TXN3974,R002,Dormant Account Activity,Medium
ALT3975,TXN3975,R006,Funnel Account,Low
ALT3977,TXN3977,R001,Large Deposit,High
ALT3978,TXN3978,R001,Large Deposit,High
ALT3979,TXN3979,R001,Large Deposit,High
ALT3980,TXN3980,R001,Large Deposit,High
ALT3982,TXN3982,R006,Funnel Account,Low
ALT3985,TXN3985,R002,Dormant Account Activity,Medium
ALT3986,TXN3986,R001,Large Deposit,High
ALT3988,TXN3988,R006,Funnel Account,Low
ALT3989,TXN3989,R001,Large Deposit,High
ALT3991,TXN3991,R002,Dormant Account Activity,Medium
ALT3992,TXN3992,R001,Large Deposit,High
ALT3993,TXN3993,R002,Dormant Account Activity,Medium
ALT3995,TXN3995,R001,Large Deposit,High
ALT3996,TXN3996,R001,Large Deposit,High
ALT3997,TXN3997,R002,Dormant Account Activity,Medium
ALT3998,TXN3998,R002,Dormant Account Activity,Medium
ALT3999,TXN3999,R001,Large Deposit,High
ALT4000,TXN4000,R001,Large Deposit,High
ALT4001,TXN4001,R002,Dormant Account Activity,Medium
ALT4003,TXN4003,R001,Large Deposit,High
ALT4004,TXN4004,R001,Large Deposit,High
ALT4005,TXN4005,R006,Funnel Account,Low
ALT4006,TXN4006,R001,Large Deposit,High
ALT4007,TXN4007,R002,Dormant Account Activity,Medium
ALT4008,TXN4008,R006,Funnel Account,Low
ALT4011,TXN4011,R001,Large Deposit,High
ALT4013,TXN4013,R001,Large Deposit,High
ALT4015,TXN4015,R002,Dormant Account Activity,Medium
ALT4017,TXN4017,R001,Large Deposit,High
ALT4018,TXN4018,R001,Large Deposit,High
ALT4020,TXN4020,R001,Large Deposit,High
ALT4021,TXN4021,R002,Dormant Account Activity,Medium
ALT4022,TXN4022,R001,Large Deposit,High
ALT4025,TXN4025,R005,Mule Account Pattern,High
ALT4026,TXN4026,R001,Large Deposit,High
ALT4027,TXN4027,R002,Dormant Account Activity,Medium
ALT4028,TXN4028,R006,Funnel Account,Low
ALT4029,TXN4029,R001,Large Deposit,High
ALT4030,TXN4030,R002,Dormant Account Activity,Medium
ALT4032,TXN4032,R001,Large Deposit,High
ALT4035,TXN4035,R001,Large Deposit,High
ALT4036,TXN4036,R001,Large Deposit,High
ALT4037,TXN4037,R001,Large Deposit,High
ALT4038,TXN4038,R002,Dormant Account Activity,Medium
ALT4039,TXN4039,R005,Mule Account Pattern,High
ALT4040,TXN4040,R005,Mule Account Pattern,High
ALT4041,TXN4041,R002,Dormant Account Activity,Medium
ALT4042,TXN4042,R001,Large Deposit,High
ALT4043,TXN4043,R002,Dormant Account Activity,Medium
ALT4044,TXN4044,R001,Large Deposit,High
ALT4045,TXN4045,R005,Mule Account Pattern,High
ALT4046,TXN4046,R002,Dormant Account Activity,Medium
ALT4047,TXN4047,R006,Funnel Account,Low
ALT4048,TXN4048,R006,Funnel Account,Low
ALT4051,TXN4051,R005,Mule Account Pattern,High
ALT4052,TXN4052,R001,Large Deposit,High
ALT4053,TXN4053,R001,Large Deposit,High
ALT4056,TXN4056,R002,Dormant Account Activity,Medium
ALT4057,TXN4057,R001,Large Deposit,High
ALT4059,TXN4059,R001,Large Deposit,High
ALT4060,TXN4060,R002,Dormant Account Activity,Medium
ALT4061,TXN4061,R002,Dormant Account Activity,Medium
ALT4062,TXN4062,R001,Large Deposit,High
ALT4063,TXN4063,R006,Funnel Account,Low
ALT4064,TXN4064,R001,Large Deposit,High
ALT4067,TXN4067,R001,Large Deposit,High
ALT4069,TXN4069,R002,Dormant Account Activity,Medium
ALT4070,TXN4070,R001,Large Deposit,High
ALT4071,TXN4071,R001,Large Deposit,High
ALT4072,TXN4072,R003,Structuring,High
ALT4073,TXN4073,R006,Funnel Account,Low
ALT4075,TXN4075,R006,Funnel Account,Low
ALT4076,TXN4076,R001,Large Deposit,High
ALT4077,TXN4077,R002,Dormant Account Activity,Medium
ALT4078,TXN4078,R005,Mule Account Pattern,High
ALT4079,TXN4079,R001,Large Deposit,High
ALT4080,TXN4080,R002,Dormant Account Activity,Medium
ALT4081,TXN4081,R002,Dormant Account Activity,Medium
ALT4083,TXN4083,R001,Large Deposit,High
ALT4084,TXN4084,R001,Large Deposit,High
ALT4085,TXN4085,R002,Dormant Account Activity,Medium
ALT4087,TXN4087,R002,Dormant Account Activity,Medium
ALT4088,TXN4088,R001,Large Deposit,High
ALT4089,TXN4089,R001,Large Deposit,High
ALT4090,TXN4090,R001,Large Deposit,High
ALT4091,TXN4091,R001,Large Deposit,High
ALT4094,TXN4094,R001,Large Deposit,High
ALT4095,TXN4095,R001,Large Deposit,High
ALT4096,TXN4096,R002,Dormant Account Activity,Medium
ALT4097,TXN4097,R002,Dormant Account Activity,Medium
ALT4100,TXN4100,R006,Funnel Account,Low
ALT4101,TXN4101,R001,Large Deposit,High
ALT4102,TXN4102,R001,Large Deposit,High
ALT4103,TXN4103,R001,Large Deposit,High
ALT4104,TXN4104,R002,Dormant Account Activity,Medium
ALT4105,TXN4105,R001,Large Deposit,High
ALT4106,TXN4106,R002,Dormant Account Activity,Medium
ALT4107,TXN4107,R003,Structuring,High
ALT4108,TXN4108,R001,Large Deposit,High
ALT4109,TXN4109,R002,Dormant Account Activity,Medium
ALT4110,TXN4110,R002,Dormant Account Activity,Medium
ALT4111,TXN4111,R001,Large Deposit,High
ALT4112,TXN4112,R001,Large Deposit,High
ALT4113,TXN4113,R006,Funnel Account,Low
ALT4114,TXN4114,R002,Dormant Account Activity,Medium
ALT4115,TXN4115,R001,Large Deposit,High
ALT4116,TXN4116,R002,Dormant Account Activity,Medium
ALT4117,TXN4117,R006,Funnel Account,Low
ALT4118,TXN4118,R002,Dormant Account Activity,Medium
ALT4119,TXN4119,R001,Large Deposit,High
ALT4120,TXN4120,R001,Large Deposit,High
ALT4121,TXN4121,R006,Funnel Account,Low
ALT4122,TXN4122,R006,Funnel Account,Low
ALT4123,TXN4123,R001,Large Deposit,High
ALT4125,TXN4125,R001,Large Deposit,High
ALT4126,TXN4126,R001,Large Deposit,High
ALT4127,TXN4127,R005,Mule Account Pattern,High
ALT4128,TXN4128,R001,Large Deposit,High
ALT4129,TXN4129,R002,Dormant Account Activity,Medium
ALT4130,TXN4130,R001,Large Deposit,High
ALT4131,TXN4131,R001,Large Deposit,High
ALT4132,TXN4132,R001,Large Deposit,High
ALT4134,TXN4134,R001,Large Deposit,High
ALT4135,TXN4135,R001,Large Deposit,High
ALT4136,TXN4136,R001,Large Deposit,High
ALT4137,TXN4137,R002,Dormant Account Activity,Medium
ALT4138,TXN4138,R006,Funnel Account,Low
ALT4139,TXN4139,R001,Large Deposit,High
ALT4141,TXN4141,R001,Large Deposit,High
ALT4142,TXN4142,R001,Large Deposit,High
ALT4143,TXN4143,R001,Large Deposit,High
ALT4144,TXN4144,R001,Large Deposit,High
ALT4146,TXN4146,R002,Dormant Account Activity,Medium
ALT4149,TXN4149,R002,Dormant Account Activity,Medium
ALT4150,TXN4150,R001,Large Deposit,High
ALT4151,TXN4151,R002,Dormant Account Activity,Medium
ALT4152,TXN4152,R002,Dormant Account Activity,Medium
ALT4153,TXN4153,R001,Large Deposit,High
ALT4154,TXN4154,R001,Large Deposit,High
ALT4155,TXN4155,R001,Large Deposit,High
ALT4156,TXN4156,R001,Large Deposit,High
ALT4157,TXN4157,R001,Large Deposit,High
ALT4158,TXN4158,R001,Large Deposit,High
ALT4159,TXN4159,R001,Large Deposit,High
ALT4160,TXN4160,R006,Funnel Account,Low
ALT4161,TXN4161,R001,Large Deposit,High
ALT4162,TXN4162,R001,Large Deposit,High
ALT4163,TXN4163,R002,Dormant Account Activity,Medium
ALT4164,TXN4164,R006,Funnel Account,Low
ALT4165,TXN4165,R001,Large Deposit,High
ALT4167,TXN4167,R002,Dormant Account Activity,Medium
ALT4169,TXN4169,R002,Dormant Account Activity,Medium
ALT4170,TXN4170,R001,Large Deposit,High
ALT4171,TXN4171,R002,Dormant Account Activity,Medium
ALT4173,TXN4173,R001,Large Deposit,High
ALT4174,TXN4174,R001,Large Deposit,High
ALT4176,TXN4176,R003,Structuring,High
ALT4177,TXN4177,R006,Funnel Account,Low
ALT4178,TXN4178,R002,Dormant Account Activity,Medium
ALT4179,TXN4179,R001,Large Deposit,High
ALT4181,TXN4181,R001,Large Deposit,High
ALT4182,TXN4182,R002,Dormant Account Activity,Medium
ALT4183,TXN4183,R002,Dormant Account Activity,Medium
ALT4184,TXN4184,R001,Large Deposit,High
ALT4185,TXN4185,R002,Dormant Account Activity,Medium
ALT4187,TXN4187,R001,Large Deposit,High
ALT4188,TXN4188,R002,Dormant Account Activity,Medium
ALT4190,TXN4190,R002,Dormant Account Activity,Medium
ALT4191,TXN4191,R002,Dormant Account Activity,Medium
ALT4192,TXN4192,R001,Large Deposit,High
ALT4193,TXN4193,R006,Funnel Account,Low
ALT4194,TXN4194,R001,Large Deposit,High
ALT4195,TXN4195,R006,Funnel Account,Low
ALT4196,TXN4196,R002,Dormant Account Activity,Medium
ALT4197,TXN4197,R001,Large Deposit,High
ALT4199,TXN4199,R006,Funnel Account,Low
ALT4200,TXN4200,R002,Dormant Account Activity,Medium
ALT4202,TXN4202,R001,Large Deposit,High
ALT4203,TXN4203,R006,Funnel Account,Low
ALT4204,TXN4204,R001,Large Deposit,High
ALT4205,TXN4205,R002,Dormant Account Activity,Medium
ALT4206,TXN4206,R001,Large Deposit,High
ALT4207,TXN4207,R006,Funnel Account,Low
ALT4208,TXN4208,R006,Funnel Account,Low
ALT4210,TXN4210,R002,Dormant Account Activity,Medium
ALT4211,TXN4211,R002,Dormant Account Activity,Medium
ALT4215,TXN4215,R001,Large Deposit,High
ALT4216,TXN4216,R001,Large Deposit,High
ALT4217,TXN4217,R001,Large Deposit,High
ALT4218,TXN4218,R001,Large Deposit,High
ALT4219,TXN4219,R001,Large Deposit,High
ALT4220,TXN4220,R001,Large Deposit,High
ALT4221,TXN4221,R005,Mule Account Pattern,High
ALT4222,TXN4222,R002,Dormant Account Activity,Medium
ALT4224,TXN4224,R002,Dormant Account Activity,Medium
ALT4225,TXN4225,R001,Large Deposit,High
ALT4226,TXN4226,R002,Dormant Account Activity,Medium
ALT4227,TXN4227,R002,Dormant Account Activity,Medium
ALT4228,TXN4228,R001,Large Deposit,High
ALT4230,TXN4230,R001,Large Deposit,High
ALT4233,TXN4233,R002,Dormant Account Activity,Medium
ALT4234,TXN4234,R001,Large Deposit,High
ALT4235,TXN4235,R001,Large Deposit,High
ALT4236,TXN4236,R001,Large Deposit,High
ALT4238,TXN4238,R001,Large Deposit,High
ALT4239,TXN4239,R002,Dormant Account Activity,Medium
ALT4240,TXN4240,R005,Mule Account Pattern,High
ALT4241,TXN4241,R001,Large Deposit,High
ALT4244,TXN4244,R002,Dormant Account Activity,Medium
ALT4245,TXN4245,R001,Large Deposit,High
ALT4246,TXN4246,R001,Large Deposit,High
ALT4247,TXN4247,R002,Dormant Account Activity,Medium
ALT4249,TXN4249,R001,Large Deposit,High
ALT4251,TXN4251,R002,Dormant Account Activity,Medium
ALT4252,TXN4252,R001,Large Deposit,High
ALT4253,TXN4253,R001,Large Deposit,High
ALT4255,TXN4255,R001,Large Deposit,High
ALT4256,TXN4256,R002,Dormant Account Activity,Medium
ALT4257,TXN4257,R001,Large Deposit,High
ALT4258,TXN4258,R002,Dormant Account Activity,Medium
ALT4259,TXN4259,R001,Large Deposit,High
ALT4260,TXN4260,R005,Mule Account Pattern,High
ALT4261,TXN4261,R002,Dormant Account Activity,Medium
ALT4262,TXN4262,R001,Large Deposit,High
ALT4263,TXN4263,R001,Large Deposit,High
ALT4265,TXN4265,R001,Large Deposit,High
ALT4266,TXN4266,R002,Dormant Account Activity,Medium
ALT4267,TXN4267,R001,Large Deposit,High
ALT4268,TXN4268,R001,Large Deposit,High
ALT4269,TXN4269,R001,Large Deposit,High
ALT4270,TXN4270,R001,Large Deposit,High
ALT4271,TXN4271,R001,Large Deposit,High
ALT4272,TXN4272,R005,Mule Account Pattern,High
ALT4273,TXN4273,R001,Large Deposit,High
ALT4274,TXN4274,R001,Large Deposit,High
ALT4276,TXN4276,R001,Large Deposit,High
ALT4277,TXN4277,R001,Large Deposit,High
ALT4279,TXN4279,R001,Large Deposit,High
ALT4280,TXN4280,R001,Large Deposit,High
ALT4283,TXN4283,R001,Large Deposit,High
ALT4284,TXN4284,R001,Large Deposit,High
ALT4285,TXN4285,R002,Dormant Account Activity,Medium
ALT4286,TXN4286,R002,Dormant Account Activity,Medium
ALT4287,TXN4287,R002,Dormant Account Activity,Medium
ALT4288,TXN4288,R001,Large Deposit,High
ALT4289,TXN4289,R006,Funnel Account,Low
ALT4290,TXN4290,R006,Funnel Account,Low
ALT4291,TXN4291,R006,Funnel Account,Low
ALT4293,TXN4293,R002,Dormant Account Activity,Medium
ALT4294,TXN4294,R006,Funnel Account,Low
ALT4295,TXN4295,R002,Dormant Account Activity,Medium
ALT4296,TXN4296,R002,Dormant Account Activity,Medium
ALT4297,TXN4297,R001,Large Deposit,High
ALT4300,TXN4300,R006,Funnel Account,Low
ALT4303,TXN4303,R006,Funnel Account,Low
ALT4304,TXN4304,R005,Mule Account Pattern,High
ALT4306,TXN4306,R005,Mule Account Pattern,High
ALT4308,TXN4308,R002,Dormant Account Activity,Medium
ALT4310,TXN4310,R002,Dormant Account Activity,Medium
ALT4311,TXN4311,R001,Large Deposit,High
ALT4313,TXN4313,R001,Large Deposit,High
ALT4314,TXN4314,R002,Dormant Account Activity,Medium
ALT4315,TXN4315,R002,Dormant Account Activity,Medium
ALT4317,TXN4317,R001,Large Deposit,High
ALT4318,TXN4318,R001,Large Deposit,High
ALT4319,TXN4319,R001,Large Deposit,High
ALT4320,TXN4320,R001,Large Deposit,High
ALT4321,TXN4321,R001,Large Deposit,High
ALT4322,TXN4322,R001,Large Deposit,High
ALT4323,TXN4323,R002,Dormant Account Activity,Medium
ALT4324,TXN4324,R001,Large Deposit,High
ALT4326,TXN4326,R006,Funnel Account,Low
ALT4327,TXN4327,R001,Large Deposit,High
ALT4328,TXN4328,R001,Large Deposit,High
ALT4329,TXN4329,R001,Large Deposit,High
ALT4331,TXN4331,R001,Large Deposit,High
ALT4332,TXN4332,R001,Large Deposit,High
ALT4335,TXN4335,R001,Large Deposit,High
ALT4336,TXN4336,R001,Large Deposit,High
ALT4337,TXN4337,R001,Large Deposit,High
ALT4338,TXN4338,R001,Large Deposit,High
ALT4339,TXN4339,R005,Mule Account Pattern,High
ALT4340,TXN4340,R001,Large Deposit,High
ALT4341,TXN4341,R001,Large Deposit,High
ALT4342,TXN4342,R001,Large Deposit,High
ALT4344,TXN4344,R002,Dormant Account Activity,Medium
ALT4346,TXN4346,R001,Large Deposit,High
ALT4350,TXN4350,R001,Large Deposit,High
ALT4351,TXN4351,R001,Large Deposit,High
ALT4352,TXN4352,R006,Funnel Account,Low
ALT4354,TXN4354,R001,Large Deposit,High
ALT4355,TXN4355,R001,Large Deposit,High
ALT4357,TXN4357,R001,Large Deposit,High
ALT4358,TXN4358,R002,Dormant Account Activity,Medium
ALT4359,TXN4359,R001,Large Deposit,High
ALT4360,TXN4360,R001,Large Deposit,High
ALT4363,TXN4363,R001,Large Deposit,High
ALT4364,TXN4364,R002,Dormant Account Activity,Medium
ALT4366,TXN4366,R005,Mule Account Pattern,High
ALT4370,TXN4370,R002,Dormant Account Activity,Medium
ALT4371,TXN4371,R001,Large Deposit,High
ALT4372,TXN4372,R002,Dormant Account Activity,Medium
ALT4373,TXN4373,R001,Large Deposit,High
ALT4374,TXN4374,R001,Large Deposit,High
ALT4375,TXN4375,R001,Large Deposit,High
ALT4376,TXN4376,R002,Dormant Account Activity,Medium
ALT4377,TXN4377,R006,Funnel Account,Low
ALT4378,TXN4378,R002,Dormant Account Activity,Medium
ALT4379,TXN4379,R001,Large Deposit,High
ALT4380,TXN4380,R002,Dormant Account Activity,Medium
ALT4381,TXN4381,R001,Large Deposit,High
